ELEMEN KOMPETENSI
Mendesain eksternal storage pada aplikasi berbasis mobile 
Mendesain eksternal storage pada aplikasi berbasis mobile 
Mendesain sqlite database pada aplikasi berbasis mobile 
Mendesain database mobile dengan model layer 
Menentukan standar building block dan metode pemodelan yang dipilih untuk arsitektur data dari architecture repository 
Membuat dokumen arsitektur data 
Menentukan metodologi pengembangan perangkat lunak 
Menerapkan metodologi pengembangan perangkat lunak 
Menyesuaikan proyek dengan metodologi pengembangan perangkat lunak
Mengidentifikasi domain knowledge 
Mengidentifikasi pemangku kepentingan
Mengidentifikasi business rules 
Mengidentifikasi lingkungan operasional 
Mengidentifikasi lingkungan organisasi 
Mengidentifikasi template/standard spesifikasi kebutuhan perangkat lunak 
Menyusun spesifikasi kebutuhan perangkat lunak 
