ELEMEN KOMPETENSI
Mengidentifikasi tujuan
"Mengidentifikasidomain knowledge"
"Mengidentifikasi pemangkukepentingan"
"Mengidentifikasibusiness rules"
"Mengidentifikasi lingkunganoperasional"
"Mengidentifikasi lingkunganorganisasi"
Mengklasifikasi kebutuhan perangkat lunak
Membuat conceptual modeling perangkat lunak
Mengalokasikan kebutuhan perangkat lunak
Menyusun dokumen operasional 
Menyusun spesifikasi kebutuhan dokumen sistem
Mengidentifikasi template/standard spesifikasi kebutuhan perangkat lunak
Menyusun spesifikasi kebutuhan perangkat lunak
Mendefinisikan struktur perangkat lunak
Menyusun struktur perangkat lunak
Mendefinisikan User Interface (UI) 
Menyusun dokumen rancangan UI 
