TIK
"Mahasiswa memahami Ruang lingkup, sasaran dan tujuan mempelajari mata kuliah ini ."
Mahasiswa mendapatkan gambaran secara global mengenai Sisem informasi dalam korporasi 
Mahasiswa mampu memahami kebutuhan untuk membangun Sistem informasi pada Korporasi dan berbagai jenis SI Korporasi
"Untuk memberikan gambaran umum tentang konsep-konsep, metode dan alat dasar dalam SCM."
Untuk memberikan pemahaman tentang aplikasi sistem dan teknologi informasi dalam mendukung SCM
Memahami pentingnya informasi dan teknologi informasi dalam suatu supply chain
Mengetahui bagaimana masing-masing supply chain driver menggunakan informasi dan 
Memahami teknologi informasi yang berbeda yang digunakan dalam supply chain dan bagaimana hal ini telah berubah dari waktu ke waktu. 
mengidentifikasi peran e-bisnis pada supply chain
 mengevaluasi dampak pengaturan e-bisnis dalam pendapatan untuk supply chain
 mengevaluasi dampak pengaturan e-bisnis pada biaya untuk supply chain
 mengidentifikasi faktor-faktor yang mempengaruhi nilai e-bisnis dalam supply chain 
"Mahasiswa dapat memahami definisi ERP, karakter sistem ERP dan arsitektur ERP"
Mahasiswa mengetahui pemakaian agent pada proyek ERP
Mahasiswa mengetahui cara implementasi dan evaluasi ERP serta perangkat lunak dari ERP itu sendiri
"Memahami teknologi, termasuk pengorbanan mereka, yang dapat digunakan untuk melaksanakan layanan CRM. "
Memahami potensi dan fungsi CRM dalam suatu perusahaan skala besar
Memahami mengapa banyak CRm seringkali gagal dilaksanakan
Mengetahui bagaimana memilih tools CRM 
Mengetahui bagaimana memilih solusi CRM yang terbaik dan sesuai bagi perusahaan tertentu
"Mengetahui cara mengimplementasi CRM dengan sukses, memelihara sebuah proyek CRM, serta menghindari kegagalan ketika implementasi CRM dilakukan"
Mengetahui bagaimana mengkombinasikan kekuatan CRM dan survey
Mengetahui ciri-ciri suatu sistem CRM akan gagal dilakukan
Mengetahui cara membangun loyalitas pelanggan dengan CRM
Mengetahui pemanfaatan data mining dalam Proyek CRM
Mahasiswa dapat mendeskripsikan strategi pengembangan IS/IT pada suatu perusahaan
"Mahasiswa dapat mendeskripsikan : strategi sistem informasi bisnis, manajemen strategi pada IS/IT"
