TIK
Mahasiswa dapat mengetahui tujuan dari mata kuliah ini
Mahasiswa dapat mengingat kembali hal-hal yang berhubungan dengan Model Data Relasional
Mahasiswa dapat mengingat kembali konsep Model ER
Mahasiswa dapat mengerti konsep Model EER serta simbol-simbol yang digunakan dalam Model EER
Mahasiswa dapat mengerti konsep perancangan basis data
Mahasiswa dapat merancang basis data sesuai dengan fase-fasenya
Mahasiswa dapat mengerti konsep pengontrolan berbasis komputer
Mahasiswa dapat mengerti konsep Concurrency dan Recovery
Mahasiswa dapat mengetahui masalah-masalah yang terjadi pada Concurrency Control
Mahasiswa dapat mengetahui teknik dan fasilitas yang ada pada Recovery
Mahasiswa dapat mengetahui perkembangan aplikasi basis data
Mahasiswa dapat mengerti konsep OOD
Mahasiswa dapat mengerti konsep Basis Data Terdistribusi
Mahasiswa dapat mengerti konsep Client Server
Mahasiswa dapat mengetahui aplikasi Client Server serta keuntungan Client Server
Mahasiswa mengetahui perkembangan database saat ini
