TIK
Memahami konsep dasar keamanan sistem komputer.
Memahami etika penggunakaan komputer.
Memahami dasar-dasar gangguan keamanan komputer beserta akibatnya.
Memahami prinsip dasar perancangan sistem komputer yang aman.
Penyadi monoalfabetik.
Penyandi polialfabetik.
Penggunaan public key.
Metode enkripsi DES.
Metode enkripsi RSA.
Memahami model-model keamanan dalam sistem operasi.
Memahami perancangan sistem operasi yang aman.
Mengenali bentuk serangan terhadap sistem operasi.
Melakukan evaluasi terhadap sistem operasi yang aman.
Memberikan contoh sistem operasi yang aman.
Memahami teknik-teknik perlindungan program terhadap virus.
Mengendalikan program terhadap bentuk ancaman dari luar.
Memahami teknik-teknik pengamanan database yang handal.
Mengenali perlindungan terhadap data yang sensitif.
Merangkuman masalah-masalah keamanan dalam penggunaan database.
Memahami konsep database multilevel.
Memahami konsep keamanan bertingkat dalam database.
Memahami konsep dasar jaringan. komputer.
Mengenali bentuk-bentuk ancaman terhadap jaringan komputer.
Memahami pengendalian terhadap keamanan jaringan komputer.
"Memahami konsep trusted guards, gateways dan firewall."
Memahami konsep keamanan dalam LAN.
Memahami Kemanan dalam WAN.
Memahami cara kerja web browser.
Memahami komponen dan kelemahan pada Web Browser.
Mengetahui titik-titik kelemahan dari Web Browser.
Memahami teknik penerepan keamanan untuk meminimalkan kelemahan dari Web Browser.
Memahami cara kerja Web System
Memahami komponen dan kelemahan pada Web System.
Mengetahui titik-titik kelemahan dari Web System.
Memahami teknik penerepan keamanan untuk meminimalkan kelemahan dari Web System.
Memahami pengembangan SOP dan Audit pada keamanan sistem komputer.
Memahami penerapan SOP dan Audit pada keamanan sistem komputer.
Melakukan analisa terhadap proses autentikasi sistem dengan menggunakan password
Melakukan analisa terhadap proses enkripsi data dalam proses kompresi dokumen
Melakukan analisa dalam proses transaksi pembayaran melalui ATM secara aman
