TIK
"Mahasiswa akan dapat menjelaskan konsep struktur pemrograman COBOL, bentuk data yang digunakan dan aturan penulisannya."
Mahasiswa akan dapat menjelaskan format program  COBOL 
Mahasiswa akan dapat menjelaskan fungsi picture clause dan picture editing
Mahasiswa akan dapat menjelaskan statement-statement dalam PROCEDURE DIVISION
Mahasiswa akan dapat menjelaskan statement-statement dalam PROCEDURE DIVISION
"Mahasiswa akan dapat menjelaskan penggunaan tabel berdimensi 1, dimensi 2 atau dimensi 3 dalam COBOL"
Mahasiswa akan dapat menjelaskan mengenai operasi file sequential dan file index dalam pemrograman COBOL
Mahasiswa akan dapat menjelaskan mengenai operasi file sequential dan file index dalam pemrograman COBOL
