TIK
Mahasiswa dapat menerangkan konsep dasar web dan arsitektur web.
Mahasiswa dapat menyebut dan menerangkan pengertian HTTP dan penggunaannya.
Mahasiswa dapat menerangkan client side dan server side programming dan fungsinya.
Mahasiswa dapat menyebutkan contoh web server dan melakukan instalasi.
Mahasiswa dapat menerangkan definisi HTML.
"Mahasiswa dapat membuat contoh sederhana menggunakan format teks dasar, URL, link, image."
"Mahasiswa dapat membuat tabel, frame dan form."
Mahasiswa dapat menerangkan definisi dan kegunaan CSS
Mahasiswa dapat menerangkan CSS property dan menggunakannya.
Mahasiswa dapat menerangkan definisi dan kegunaan Perl dan CGI
Mahasiswa dapat mengaplikasikan server side scripting dengan menggunakan Perl dan CGI
Mahasiswa dapat menerangkan dan menggunakan lingkungan variabel di Perl
Mahasiswa dapat menerangkan dan menggunakan metode POST dan GET
"Mahasiswa dapat menerangkan konsep OOPL, Object, fungsi, parameter,event handling pada JavaScript"
Mahasiswa dapat membuat interface yang menggunakan grafis.
Mahasiswa dapat menerangkan elemen-elemen dasar pemrograman web dengan PHP serta membuat contoh aplikasi sederhana dengan menggunakan elemen-elemen dasar tsb.
Mahasiswa dapat menerangkan pembuatan basis data dengan MySQL serta pengaksesannya dengan PHP serta membuat contoh aplikasi sederhana yang menggunakan database.
Mahasiswa dapat menerangkan penggunaan XML dan dapat membuat program pengolahan data dengan format XML menggunakan Dynamic JavaScript
"Mahasiswa dapat menerangkan ASP.NET, perbedaannya dengan ASP, menggunkan editor ASP.NET dan membuat program sederhana dengan ASP.NET"
Mahasiswa dapat menerangkan definisi semantic web
Mahasiswa dapat menyebutkan dan menerangkan perbedaan web dan semantic web
Mahasiswa dapat menyebutkan bahasa dan aplikasi  semantic web
Mahasiswa dapat menerangkan pengertian CMS
Mahasiswa dapat menyebutkan dan menerangkan CMS software
