TIK
Mahasiswa dapat mengetahui secara umum gambaran mata kuliah basis data
Mahasiswa dapat menjelaskan perbedaan antara file tradisional dan file manajemen basis data
Mahasiswa dapat menjelaskan konsep dari basis data dan istilah yang termasuk di dalamnya
Mahasiswa dapat menjelaskan keuntungan dan  kerugian apabila menggunakan file manajemen basis data
Mahasiswa dapat menyebutkan para pengguna basis data
Mahasiswa dapat menjelaskan tingkatan arsitektur basia data.
"Mahasiswa dapat menjelaskan konsep data independence, komponen DBMS, fungsi DBMS serta bahas yang digunakan di dalam DBMS"
"Mahasiswa dapat menjelaskan perbedaan model data berbasis objek, record, konseptual dan fisik"
Mahasiswa dapat menjelaskan fungsi dan isi dari data dictionary
Mahasiswa dapat menjelaskan perbedaam arsitektur dari DBMS multiuser
"Mahasiswa dapat menjelaskan pengertian model data relasional, istilah-istilah dalam model data relasional, jenis-jenis kunci relasional, serta aturan-aturan yang terdapat dalam model data relasional"
Mahasiswa dapat menyebutkan keuntungan penggunaan model data relasional
Mahasiswa dapat mengetahui bahasa-bahasa  yang digunakan pada model data relasional
Mahasiswa dapat menggunakan perintah-perintah QBE untuk memanipulasi data
Mahasiswa dapat menjelaskan perbedaan tentang pengelompok- an perintah SQL
Mahasiswa dapat membangun dan memanipulasi data dengan menggunakan SQL
Mahasiswa mengetahui perintah-perintah SQL yang  dihubung kan dengan bahasa pemrograman
Mahasiswa dapat menjelaskan perbedaan tentang pengelompok- an perintah SQL
Mahasiswa dapat membangun dan memanipulasi data dengan menggunakan SQL
Mahasiswa mengetahui perintah-perintah SQL yang  dihubung kan dengan bahasa pemrograman
Mahasiswa dapat menjelaskan perbedaan tentang pengelompok- an perintah SQL
Mahasiswa dapat membangun dan memanipulasi data dengan menggunakan SQL
Mahasiswa mengetahui perintah-perintah SQL yang  dihubung kan dengan bahasa pemrograman
Mahasiswa dapat menjelaskan tahapan-tahapan normalisasi
Mahasiswa dapat merancang basis data melalui tahapan normalisasi
